School Number,Board Number,School Name,School Type,School Level,Phone Number,School Website
718408,B67180,Holy Spirit Elementary School,Catholic,Elementary,613-831-1853,http://spi.ocsb.ca
724742,B67180,Holy Trinity Catholic High School,Catholic,Secondary,613-591-9955,http://trh.ocsb.ca
724734,B67180,Holy Trinity Catholic Intermediate School,Catholic,Elementary,613-591-9955,http://trh.ocsb.ca
721085,B67180,Immaculata High School,Catholic,Secondary,613-237-2001,http://imh.ocsb.ca
722561,B67180,Immaculata Intermediate School,Catholic,Elementary,613-237-2001,http://imh.ocsb.ca
689181,B67180,Lester B Pearson Catholic High School,Catholic,Secondary,613-741-4525,http://lbh.ocsb.ca
725617,B67180,Lester B. Pearson Catholic Intermediate School,Catholic,Elementary,613-741-4525,http://lbh.ocsb.ca
759538,B67180,Monsignor Paul Baxter Elementary School,Catholic,Elementary,613-825-7544,http://mpb.ocsb.ca
SC0505,B67180,New Findlay Creek CES Catholic Elementary School,Catholic,Elementary,,
SC0506,B67180,New Riverside South CES Catholic Elementary School,Catholic,Elementary,,
809020,B67180,Notre Dame High School,Catholic,Secondary,613-722-6565,http://ndh.ocsb.ca
812757,B67180,Notre Dame Intermediate School,Catholic,Elementary,613-722-6565,http://ndh.ocsb.ca
753823,B67180,Our Lady of Fatima Elementary School,Catholic,Elementary,613-722-4075,http://olf.ocsb.ca
707821,B67180,Our Lady of Mount Carmel Elementary School,Catholic,Elementary,613-830-2454,https://kat.ocsb.ca/
734349,B67180,Our Lady of Peace Elementary School,Catholic,Elementary,613-828-4037,http://pea.ocsb.ca
749168,B67180,Our Lady of Victory Elementary School,Catholic,Elementary,613-828-5594,http://olv.ocsb.ca
752193,B67180,Our Lady of Wisdom Elementary School,Catholic,Elementary,613-824-9700,http://wis.ocsb.ca
711721,B67180,Prince of Peace Elementary School,Catholic,Elementary,613-731-4733,http://pop.ocsb.ca
759970,B67180,Sacred Heart High School,Catholic,Secondary,613-831-6643,http://shh.ocsb.ca
760005,B67180,Sacred Heart Intermediate School,Catholic,Elementary,613-831-6643,http://shh.ocsb.ca
701599,B67180,St Andrew Elementary School,Catholic,Elementary,613-843-0050,http://and.ocsb.ca
691232,B67180,St Anne Elementary School,Catholic,Elementary,613-271-0308,http://ann.ocsb.ca
773085,B67180,St Anthony Elementary School,Catholic,Elementary,613-235-0340,http://san.ocsb.ca
775290,B67180,St Augustine Elementary School,Catholic,Elementary,613-225-8020,http://sau.ocsb.ca
779326,B67180,St Bernard Elementary School,Catholic,Elementary,613-521-5894,http://ber.ocsb.ca
780774,B67180,St Brigid Elementary School,Catholic,Elementary,613-746-4888,http://sbr.ocsb.ca
740586,B67180,St Catherine Elementary School,Catholic,Elementary,613-821-1002,http://cat.ocsb.ca
784451,B67180,St Clare Elementary School,Catholic,Elementary,613-834-6334,http://cla.ocsb.ca
785822,B67180,St Daniel Elementary School,Catholic,Elementary,613-225-4603,http://sda.ocsb.ca
688738,B67180,St Elizabeth Ann Seton Elementary School,Catholic,Elementary,613-825-3596,http://eli.ocsb.ca
789070,B67180,St Elizabeth Elementary School,Catholic,Elementary,613-728-4744,http://sel.ocsb.ca
754832,B67180,St Emily (Elementary) Separate School,Catholic,Elementary,613-825-4300,http://emi.ocsb.ca
702749,B67180,St Francis of Assisi Elementary School,Catholic,Elementary,613-830-3215,http://fra.ocsb.ca
794406,B67180,St George Elementary School,Catholic,Elementary,613-728-8291,http://sge.ocsb.ca
796093,B67180,St Gregory Elementary School,Catholic,Elementary,613-224-3011,http://gre.ocsb.ca
729795,B67180,St Isidore Elementary School,Catholic,Elementary,613-592-1798,http://isi.ocsb.ca
691186,B67180,St James Elementary School,Catholic,Elementary,613-599-6600,http://jam.ocsb.ca
753246,B67180,St Jerome Elementary School,Catholic,Elementary,613-822-1116,http://jer.ocsb.ca
804126,B67180,St John the Apostle Elementary School,Catholic,Elementary,613-828-0644,http://apo.ocsb.ca
764914,B67180,St Joseph High School,Catholic,Secondary,613-823-4797,http://sjh.ocsb.ca
764922,B67180,St Joseph Intermediate School,Catholic,Elementary,613-823-4797,http://sjh.ocsb.ca
708470,B67180,St Leonard Elementary School,Catholic,Elementary,613-692-3521,http://leo.ocsb.ca
726036,B67180,St Luke (Nepean) Elementary School,Catholic,Elementary,613-825-2520,http://luk.ocsb.ca
820792,B67180,St Luke (Ottawa) Elementary School,Catholic,Elementary,613-731-3541,http://slu.ocsb.ca
821195,B67180,St Marguerite d'Youville Elementary School,Catholic,Elementary,613-737-1141,http://smy.ocsb.ca
864331,B67180,St Mark High School,Catholic,Secondary,613-692-2552,http://mrh.ocsb.ca
827843,B67180,St Mark Intermediate School,Catholic,Elementary,613-692-2551,http://mrh.ocsb.ca
708267,B67180,St Martin de Porres Elementary School,Catholic,Elementary,613-836-4754,http://mrt.ocsb.ca
708739,B67180,St Mary (Gloucester) Elementary School,Catholic,Elementary,613-822-2985,http://mry.ocsb.ca
704873,B67180,St Matthew High School,Catholic,Secondary,613-837-3161,http://mth.ocsb.ca
828386,B67180,St Matthew Intermediate School,Catholic,Elementary,613-837-3161,http://mth.ocsb.ca
720569,B67180,St Michael (Corkery) Elementary School,Catholic,Elementary,613-256-3672,http://mic.ocsb.ca
707694,B67180,St Michael (Fitzroy) Elementary School,Catholic,Elementary,613-623-3114,http://mif.ocsb.ca
833010,B67180,St Michael Elementary School,Catholic,Elementary,613-749-1642,http://smi.ocsb.ca
835617,B67180,St Monica Elementary School,Catholic,Elementary,613-226-5174,http://mon.ocsb.ca
836265,B67180,St Nicholas Adult High School,Catholic,Secondary,613-228-8888,http://ads.ocsb.ca
688878,B67180,St Patrick Elementary School,Catholic,Elementary,613-825-4012,http://pat.ocsb.ca
816132,B67180,St Patrick's High School,Catholic,Secondary,613-733-0501,http://sph.ocsb.ca
841900,B67180,St Patrick's Intermediate School,Catholic,Elementary,613-733-0501,http://sph.ocsb.ca
689203,B67180,St Paul High School,Catholic,Secondary,613-820-9705,http://pah.ocsb.ca
842915,B67180,St Paul Intermediate School,Catholic,Elementary,613-820-9705,http://pah.ocsb.ca
843296,B67180,St Peter High School,Catholic,Secondary,613-837-9377,http://peh.ocsb.ca
845124,B67180,St Peter Intermediate School,Catholic,Elementary,613-837-9377,http://peh.ocsb.ca
845620,B67180,St Philip Elementary School,Catholic,Elementary,613-838-2466,http://phi.ocsb.ca
847313,B67180,St Pius X High School,Catholic,Secondary,613-225-8105,http://pih.ocsb.ca
849260,B67180,St Rita Elementary School,Catholic,Elementary,613-224-6341,http://rit.ocsb.ca
702250,B67180,St Theresa Elementary School,Catholic,Elementary,613-837-4114,http://the.ocsb.ca
856118,B67180,St Thomas More Elementary School,Catholic,Elementary,613-739-7131,http://stm.ocsb.ca
849407,B67180,St. Benedict Elementary School,Catholic,Elementary,,http://ben.ocsb.ca
827609,B67180,St. Bernadette Catholic Elementary School,Catholic,Elementary,,
689173,B67180,St. Brother Andre Elementary School,Catholic,Elementary,613-741-0100,http://ban.ocsb.ca
700227,B67180,St. Cecilia Catholic School,Catholic,Elementary,,http://sce.ocsb.ca
702385,B67180,St. Dominic Catholic Elementary School,Catholic,Elementary,613-424-3760,http://dom.ocsb.ca
848612,B67180,St. Francis Xavier (7-8) Catholic School,Catholic,Elementary,613-822-7900,http://fxh.ocsb.ca
843510,B67180,St. Francis Xavier (9-12) Catholic School,Catholic,Secondary,613-822-7900,http://fxh.ocsb.ca
838912,B67180,St. Gabriel Elementary School,Catholic,Elementary,613-271-6181,http://gab.ocsb.ca
731374,B67180,St. Gemma Elementary School,Catholic,Elementary,613-731-8841,http://mcm.ocsb.ca
814241,B67180,St. Isabel Catholic Elementary School,Catholic,Elementary,613-271-9542,http://isa.ocsb.ca
750271,B67180,St. John Paul II Elementary School,Catholic,Elementary,613-744-3591,http://jpa.ocsb.ca
751375,B67180,St. John XXIII Elementary School,Catholic,Elementary,613-226-6223,http://joh.ocsb.ca
734002,B67180,St. Juan Diego Catholic Elementary School,Catholic,Elementary,,
741680,B67180,St. Kateri Tekakwitha Elementary School,Catholic,Elementary,613-830-2454,http://kat.ocsb.ca
733270,B67180,St. Mother Teresa Catholic Intermediate School,Catholic,Elementary,613-823-1663,http://teh.ocsb.ca
733288,B67180,St. Mother Teresa High School,Catholic,Secondary,613-823-1663,http://teh.ocsb.ca
689130,B67180,St. Rose of Lima Elementary School,Catholic,Elementary,613-828-5158,http://ros.ocsb.ca
744065,B67180,St. Stephen Catholic Elementary School,Catholic,Elementary,613-831-8844,http://ste.ocsb.ca
864510,B67180,Thomas D'Arcy McGee Elementary School,Catholic,Elementary,613-749-2251,http://mcg.ocsb.ca
000566,B66184,A. Lorne Cassidy Elementary School,Public,Elementary,613-831-3434,https://alornecassidyes.ocdsb.ca/
890243,B66184,A.Y. Jackson Secondary School,Public,Secondary,613-836-2527,https://ayjacksonss.ocdsb.ca/
320510,B66184,Adrienne Clarkson Elementary School,Public,Elementary,613-825-8600,https://adrienneclarksones.ocdsb.ca/
947210,B66184,Adult High School,Public,Secondary,613-239-2707,https://adulths.ocdsb.ca/
004626,B66184,Agincourt Road Public School,Public,Elementary,613-225-2750,https://agincourtps.ocdsb.ca/
013986,B66184,Alta Vista Public School,Public,Elementary,613-733-7124,https://altavistaps.ocdsb.ca/
020354,B66184,Arch Street Public School,Public,Elementary,613-733-0205,https://archstreetps.ocdsb.ca/
119207,B66184,Avalon Public School,Public,Elementary,613-834-7313,https://avalonps.ocdsb.ca/
032271,B66184,Barrhaven Public School,Public,Elementary,613-825-2691,https://barrhavenps.ocdsb.ca/
036340,B66184,Bayshore Public School,Public,Elementary,613-828-8698,https://bayshoreps.ocdsb.ca/
036862,B66184,Bayview Public School,Public,Elementary,613-733-4726,https://bayviewps.ocdsb.ca/
894362,B66184,Bell High School,Public,Secondary,613-828-9101,https://bellhs.ocdsb.ca/
315877,B66184,Bell Intermediate School,Public,Elementary,613-828-9101,
041670,B66184,Bells Corners Public School,Public,Elementary,613-828-3100,https://bellscornersps.ocdsb.ca/
040665,B66184,Berrigan Elementary School,Public,Elementary,613-825-0092,https://berriganes.ocdsb.ca/
055069,B66184,Blossom Park Public School,Public,Elementary,613-521-4299,https://blossomparkps.ocdsb.ca/
061077,B66184,Briargreen Public School,Public,Elementary,613-828-5027,https://briargreenps.ocdsb.ca/
034452,B66184,Bridlewood Community Elementary School,Public,Elementary,613-591-3683,https://bridlewoodes.ocdsb.ca/
063908,B66184,Broadview Public School,Public,Elementary,613-728-1721,https://broadviewps.ocdsb.ca/
896705,B66184,Brookfield High School,Public,Secondary,613-733-0610,https://brookfieldhs.ocdsb.ca/
906514,B66184,Cairine Wilson Secondary School,Public,Secondary,613-824-4411,http://www.cairinewilsonss.ocdsb.ca/index.html
076511,B66184,Cambridge Street Community Public School,Public,Elementary,613-239-2216,https://cambridgeps.ocdsb.ca/
898317,B66184,Canterbury High School,Public,Secondary,613-731-1191,https://canterburyhs.ocdsb.ca/
084832,B66184,Carleton Heights Public School,Public,Elementary,613-224-7922,https://carletonheightsps.ocdsb.ca/
086240,B66184,Carson Grove Elementary School,Public,Elementary,613-745-0195,https://carsongrovees.ocdsb.ca/
086487,B66184,Castlefrank Elementary School,Public,Elementary,613-592-8071,https://castlefrankes.ocdsb.ca/
086452,B66184,Castor Valley Elementary School,Public,Elementary,613-821-1272,https://castorvalleyes.ocdsb.ca/
383252,B66184,Cedarview Middle School,Public,Elementary,613-825-2185,https://cedarviewms.ocdsb.ca/home
090182,B66184,Centennial Public School,Public,Elementary,613-239-2277,https://centennialps.ocdsb.ca/
282953,B66184,Chapman Mills Elementary School,Public,Elementary,613-823-3336,https://chapmanmillsps.ocdsb.ca/
101869,B66184,Charles H. Hulse Public School,Public,Elementary,613-521-8535,https://charleshhulseps.ocdsb.ca/
107778,B66184,Churchill Alternative School,Public,Elementary,613-722-4474,https://churchillalternative.ocdsb.ca/
671053,B66184,Clifford Bowey Public School,Public,Elementary,613-737-4401,https://cliffordboweyps.ocdsb.ca/
902586,B66184,Colonel By Secondary School,Public,Secondary,613-745-9411,https://colonelbyss.ocdsb.ca/
121886,B66184,Connaught Public School,Public,Elementary,613-728-4671,https://connaughtps.ocdsb.ca/
121940,B66184,Convent Glen Elementary School,Public,Elementary,613-824-8177,https://conventglenes.ocdsb.ca/
671207,B66184,Crystal Bay Centre for Special,Public,Elementary,613-828-5376,https://crystalbayse.ocdsb.ca/
131504,B66184,D. Roy Kennedy Public School,Public,Elementary,613-728-1993,https://droykennedyps.ocdsb.ca/
139432,B66184,Devonshire Community Public School,Public,Elementary,613-729-3169,https://devonshireps.ocdsb.ca/
153508,B66184,Dunlop Public School,Public,Elementary,613-521-4611,https://dunlopps.ocdsb.ca/
151416,B66184,Dunning-Foubert Elementary School,Public,Elementary,613-824-5800,https://dunningfoubertes.ocdsb.ca/
634184,B66184,Earl of March Intermediate School,Public,Elementary,613-592-3361,https://earlofmarchss.ocdsb.ca/
906484,B66184,Earl of March Secondary School,Public,Secondary,613-592-3361,https://earlofmarchss.ocdsb.ca/
170763,B66184,Elgin Street Public School,Public,Elementary,613-239-2231,https://elginstps.ocdsb.ca/
907898,B66184,Elizabeth Wyn Wood Secondary Alternate,Public,Secondary,613-225-8826,https://elizabethwynwood.ocdsb.ca/
177008,B66184,Elmdale Public School,Public,Elementary,613-728-4653,https://elmdaleps.ocdsb.ca/
050261,B66184,Emily Carr Middle School,Public,Elementary,613-824-5455,https://emilycarrms.ocdsb.ca/
129674,B66184,Fallingbrook Community Elementary School,Public,Elementary,613-830-8817,https://fallingbrookes.ocdsb.ca/
083456,B66184,Farley Mowat Public School,Public,Elementary,613-825-3006,https://farleymowatps.ocdsb.ca/
193640,B66184,Featherston Drive Public School,Public,Elementary,613-731-3357,https://featherstondrps.ocdsb.ca/
196266,B66184,Fielding Drive Public School,Public,Elementary,613-731-4928,https://fieldingdrps.ocdsb.ca/
200369,B66184,Findlay Creek ES 2 Elementary School,Public,Elementary,,
196762,B66184,First Avenue Public School,Public,Elementary,613-239-2261,https://firstaveps.ocdsb.ca/
197211,B66184,Fisher Park/Summit AS Public School,Public,Elementary,613-729-5054,https://fisherparkps.ocdsb.ca/
088560,B66184,Forest Valley Elementary School,Public,Elementary,613-824-0733,https://forestvalleyes.ocdsb.ca/
911143,B66184,Frederick Banting Secondary Alternate Pr,Public,Secondary,613-591-7678,https://frederickbantingalt.ocdsb.ca/
211583,B66184,General Vanier Public School,Public,Elementary,613-731-3631,https://generalvanierps.ocdsb.ca/
216658,B66184,Glashan Public School,Public,Elementary,613-239-2264,https://glashanps.ocdsb.ca/
912697,B66184,Glebe Collegiate Institute,Public,Secondary,613-239-2424,https://glebe.ocdsb.ca/
224197,B66184,Glen Cairn Public School,Public,Elementary,613-836-2342,https://glencairnps.ocdsb.ca/
392197,B66184,Glen Ogilvie Public School,Public,Elementary,613-824-4014,https://glenogilvieps.ocdsb.ca/
913472,B66184,Gloucester High School,Public,Secondary,613-745-7176,https://gloucesterhs.ocdsb.ca/
223930,B66184,Goulbourn Middle School,Public,Elementary,613-836-1312,https://goulbournms.ocdsb.ca/
424919,B66184,Greely Elementary School,Public,Elementary,613-821-2291,https://greelyes.ocdsb.ca/
062050,B66184,Half Moon Bay Public School,Public,Elementary,613-692-5454,https://halfmoonbayps.ocdsb.ca/
250848,B66184,Hawthorne Public School,Public,Elementary,613-733-6221,https://hawthorneps.ocdsb.ca/
419222,B66184,Henry Larsen Elementary School,Public,Elementary,613-830-4634,https://henrylarsenes.ocdsb.ca/
252875,B66184,Henry Munro Middle School,Public,Elementary,613-748-0060,https://henrymunroms.ocdsb.ca/
356980,B66184,Heritage Public School,Public,Elementary,613-835-1700,https://heritageps.ocdsb.ca/
916854,B66184,Hillcrest High School,Public,Secondary,613-733-1755,https://hillcresths.ocdsb.ca/
259810,B66184,Hilson Avenue Public School,Public,Elementary,613-728-4607,https://hilsonaveps.ocdsb.ca/
264628,B66184,Hopewell Avenue Public School,Public,Elementary,613-239-2348,https://hopewellaveps.ocdsb.ca/
273333,B66184,Huntley Centennial Public School,Public,Elementary,613-839-2020,https://huntleycentennialps.ocdsb.ca/
