School Number,Board Number,School Name,School Type,School Level,Street,Municipality,City,Province,Postal Code,Fax Number,Latitude,Longitude,Phone Number,School Website
297127,B66036,King George VI Public School,Public,Elementary,227 Delaware Ave,Chatham-Kent,Chatham,Ontario,N7L2W5,519-354-0888,42.41883,-82.1915,519-354-2440,http://kinggeorgec.lkdsb.net/
297380,B66036,King George VI Public School,Public,Elementary,585 O'Dell Ave,Sarnia,Sarnia,Ontario,N7V4H7,519-344-4426,43.0022,-82.3911,519-344-2942,http://www.lkdsb.net/Schools/elementary.htm#K
619787,B66036,Kinnwood Central Public School,Public,Elementary,63 MacDonald St,Lambton Shores,Forest,Ontario,N0N1J0,519-786-3316,43.09193,-81.9969,519-786-5351,http://kinnwood.lkdsb.net
304140,B66036,Lakeroad Public School,Public,Elementary,955 Lakeshore Rd,Sarnia,Sarnia,Ontario,N7V2V3,519-542-6393,43.01244,-82.3732,519-542-5771,http://lakeroad.lkdsb.net
305510,B66036,Lambton Central Centennial School,Public,Elementary,3823 Oil Heritage Rd,Enniskillen,Petrolia,Ontario,N0N1R0,519-882-2102,42.85901,-82.1258,519-882-0138,http://centennial.lkdsb.net/
921408,B66036,Lambton Central Collegiate and Vocational Institute,Public,Secondary,4141 Dufferin Ave,Petrolia,Petrolia,Ontario,N0N1R0,519-882-1860,42.87854,-82.1508,519-882-1910,http://lccvi.lkdsb.net/
921530,B66036,Lambton Kent Composite School,Public,Secondary,231 St George St N,Chatham-Kent,Dresden,Ontario,N0P1M0,519-683-2699,42.59583,-82.1779,519-683-4475,http://lkcs.lkdsb.net/
308307,B66036,Lansdowne Public School,Public,Elementary,95 Lansdowne Ave,Sarnia,Sarnia,Ontario,N7S1G7,519-336-2306,42.96506,-82.3711,519-336-2111,http://lansdowne.lkdsb.net/
319872,B66036,London Road School,Public,Elementary,240 London Rd,Sarnia,Sarnia,Ontario,N7T4V8,519-344-3597,42.97935,-82.3997,519-344-5741,http://londonroad.lkdsb.net/
356026,B66036,McNaughton Ave Public School,Public,Elementary,480 McNaughton Ave E,Chatham-Kent,Chatham,Ontario,N7L2G9,519-352-8242,42.42688,-82.1815,519-352-8252,http://mcnaughton.lkdsb.net
361895,B66036,Merlin Area Public School,Public,Elementary,21184 Erie St N,Chatham-Kent,Merlin,Ontario,N0P1W0,519-689-4792,42.24554,-82.2376,519-689-4812,http://merlin.lkdsb.net/
371610,B66036,Mooretown-Courtright School,Public,Elementary,104 Moore Line,St. Clair,Mooretown,Ontario,N0N1M0,519-867-2661,42.8404,-82.4616,519-867-2836,http://mooretown.lkdsb.net
265640,B66036,Naahii Ridge Public School,Public,Elementary,20473 Victoria Rd RR 3,Chatham-Kent,Ridgetown,Ontario,N0P2C0,519-674-3347,42.44732,-81.8739,519-674-3173,https://www.lkdsb.net/school/naahiiridge/Pages/default.aspx
910228,B66036,North Lambton Secondary School,Public,Secondary,15-19 George St,Lambton Shores,Forest,Ontario,N0N1J0,519-786-5250,43.09386,-82.0033,519-768-2166,http://nlss.lkdsb.net/
930636,B66036,Northern Collegiate Institute and Vocational School,Public,Secondary,940 Michigan Ave,Sarnia,Sarnia,Ontario,N7S2B1,519-542-0571,42.99897,-82.3742,519-542-5545,http://northern.lkdsb.net/
432918,B66036,P.E. McGibbon Public School,Public,Elementary,217 RUSSELL ST,Sarnia,SARNIA,Ontario,N7T3L6,519-344-5077,42.96696,-82.3923,519-344-4371,http://www.lkdsb.net/Schools/elementary.htm#M
622257,B66036,Plympton-Wyoming Public School,Public,Elementary,606 Thames St,Plympton-Wyoming,Wyoming,Ontario,N0N1T0,519-845-0031,42.95085,-82.123,519-845-3241,http://southplymptonwyoming.lkdsb.net/
462748,B66036,Queen Elizabeth II C Public School,Public,Elementary,79 Eugenie St,Chatham-Kent,Chatham,Ontario,N7M3Y9,519-354-2570,42.39633,-82.1714,519-354-2560,http://queenelizabethc.lkdsb.net/
462870,B66036,Queen Elizabeth II P Public School,Public,Elementary,4079 Maple St,Petrolia,Petrolia,Ontario,N0N1R0,519-882-2595,42.88493,-82.1532,519-882-2123,http://www.lkdsb.net/Schools/elementary.htm#M
463000,B66036,Queen Elizabeth II School,Public,Elementary,60 Aberdeen Ave,Sarnia,Sarnia,Ontario,N7S2N8,519-332-4057,42.97161,-82.373,519-344-0801,http://queenelizabeths.lkdsb.net/
109920,B66036,Ridgetown DHS-Gr. 7 & 8,Public,Elementary,9 Harold St N,Chatham-Kent,Ridgetown,Ontario,N0P2C0,519-674-5171,42.44464,-81.882,519-674-5449,http://rdhs.lkdsb.net
938696,B66036,Ridgetown District High School,Public,Secondary,9 Harold St N,Chatham-Kent,Ridgetown,Ontario,N0P2C0,519-674-5171,42.44467,-81.882,519-674-5449,http://rdhs.lkdsb.net
486922,B66036,Riverview Central School,Public,Elementary,3926 Clair Pkwy St,St. Clair,Port Lambton,Ontario,N0P2B0,519-892-3691,42.68504,-82.4948,519-892-3981,http://riverview.lkdsb.net/
491080,B66036,Rosedale Public School,Public,Elementary,1018 Indian Rd N,Sarnia,Sarnia,Ontario,N7V4C5,519-542-1106,42.99295,-82.3746,519-542-4552,http://rosedale.lkdsb.net/
516074,B66036,Sir John Moore Community School,Public,Elementary,274 St Clair Blvd,St. Clair,Corunna,Ontario,N0N1G0,519-862-5006,42.87714,-82.4458,519-862-1089,http://sirjohnmoore.lkdsb.net/
548707,B66036,Tecumseh Public School,Public,Elementary,287 McNaughton Ave W,Chatham-Kent,Chatham,Ontario,N7L1R8,519-354-2482,42.409,-82.2101,519-354-2480,http://tecumseh.lkdsb.net
551147,B66036,Thamesville Area Central Public School,Public,Elementary,30 Mary St,Chatham-Kent,Thamesville,Ontario,N0P2K0,519-692-3909,42.55589,-81.9765,519-692-3908,http://thamesville.lkdsb.net/
556602,B66036,Tilbury Area Public School,Public,Elementary,5 Mable St,Chatham-Kent,Tilbury,Ontario,N0P2L0,519-682-2971,42.25935,-82.4269,519-682-2260,http://www.lkdsb.net/Schools/elementary.htm#T
948446,B66036,Tilbury District High School,Public,Secondary,97 Queen St S,Chatham-Kent,Tilbury,Ontario,N0P2L0,519-682-0758,42.25212,-82.4335,519-682-0751,http://tdhs.lkdsb.net/
572853,B66036,Victor Lauriston Public School,Public,Elementary,44 Alexandra Ave,Chatham-Kent,Chatham,Ontario,N7M1Y1,519-352-4842,42.39392,-82.1769,519-352-4530,http://victor.lkdsb.net/
580007,B66036,W J Baird Public School,Public,Elementary,182 King St,Chatham-Kent,Blenheim,Ontario,N0P1A0,519-676-5408,42.33085,-81.9933,519-676-5407,http://wjbaird.lkdsb.net
570326,B66036,Wallaceburg DSS-Gr. 7 & 8,Public,Elementary,920 Elgin Street,Chatham-Kent,Wallaceburg,Ontario,N8A3E1,519-627-3833,42.59592,-82.3914,519-627-3368,http://wdss.lkdsb.net
950521,B66036,Wallaceburg District Secondary School,Public,Secondary,920 Elgin St,Chatham-Kent,Wallaceburg,Ontario,N8A3E1,519-627-3833,42.59635,-82.3911,519-627-3368,http://wdss.lkdsb.net
604054,B66036,Wheatley Area Public School,Public,Elementary,226 Erie St N,Chatham-Kent,Wheatley,Ontario,N0P2P0,519-825-4622,42.10155,-82.4632,519-825-4621,http://wheatley.lkdsb.net/
615757,B66036,Winston Churchill Public School,Public,Elementary,30 Crystal Dr,Chatham-Kent,Chatham,Ontario,N7M3C7,519-352-8633,42.39537,-82.1976,519-352-8680,http://winstonchurchill.lkdsb.net/
625221,B66036,Zone Township Central School,Public,Elementary,730 Main St N,Chatham-Kent,Bothwell,Ontario,N0P1C0,519-695-2260,42.63431,-81.8751,519-695-2739,http://zone.lkdsb.net/
258016,B66036,École Hillcrest Public School,Public,Elementary,433 First Avenue,Petrolia,Petrolia,Ontario,N0N1R0,519-882-2858,42.87867,-82.1353,519-882-2260,http://hillcrest.lkdsb.net/
097055,B66206,Amherst Island Public School,Public,Elementary,5955 Front Rd,Loyalist,Stella,Ontario,K0H2S0,613-389-8377,44.16894,-76.7038,613-389-4582,https://amherstisland.limestone.on.ca/
018791,B66206,AmherstView Public School,Public,Elementary,70 Fairfield Blvd,Loyalist,AmherstView,Ontario,K7N1L4,613-389-8809,44.22501,-76.6389,613-389-0628,http://amherstviewps.limestone.on.ca/
033235,B66206,Bath Public School,Public,Elementary,247 Church St,Loyalist,Bath,Ontario,K0H1G0,613-352-1048,44.18674,-76.7796,613-352-7543,http://bath.limestone.on.ca/
945437,B66206,Bayridge Learning Centre,Public,Secondary,4075 Bath Road,Kingston,Kingston,Ontario,K7M4Y6,,44.241645,-76.611681,,
034959,B66206,Bayridge Public School,Public,Elementary,1066 Hudson Dr,Kingston,Kingston,Ontario,K7M5K8,613-389-4291,44.24897,-76.5943,613-389-6900,http://bayridgeps.limestone.on.ca/
893773,B66206,Bayridge Secondary School,Public,Secondary,1059 Taylor-Kidd Blvd,Kingston,Kingston,Ontario,K7M6J9,613-389-3135,44.25111,-76.5957,613-389-8932,http://bayridgess.limestone.on.ca/
076120,B66206,Calvin Park Public School,Public,Elementary,153 Van Order Dr,Kingston,Kingston,Ontario,K7M1B9,613-542-4338,44.23847,-76.5203,613-542-2796,http://calvinpark.limestone.on.ca/
088471,B66206,Cataraqui Woods Elementary School,Public,Elementary,1255 Birchwood Dr,Kingston,Kingston,Ontario,K7P2G6,613-634-2618,44.2675,-76.5798,613-634-4995,http://catwoods.limestone.on.ca/
090158,B66206,Centennial Public School,Public,Elementary,120 Norman Rogers Dr,Kingston,Kingston,Ontario,K7M2R2,613-546-9228,44.23184,-76.5196,613-546-5517,http://centennial.limestone.on.ca/
092371,B66206,Central Public School,Public,Elementary,237 Sydenham St,Kingston,Kingston,Ontario,K7K3M3,613-546-5169,44.23414,-76.4861,613-546-9454,http://centralps.limestone.on.ca/
099260,B66206,Centreville Public School,Public,Elementary,623 McGill St,Stone Mills,Centreville,Ontario,K0K1N0,613-378-0403,44.40046,-76.9034,613-378-2578,https://centreville.limestone.on.ca/
108499,B66206,Clarendon Central Public School,Public,Elementary,7356 506 Hwy,North Frontenac,Plevna,Ontario,K0H2M0,613-479-2589,44.95803,-76.9848,613-479-2264,https://clarendon.limestone.on.ca/
119547,B66206,Collins Bay Public School,Public,Elementary,4075 Bath Rd,Kingston,Kingston,Ontario,K7M4Y6,613-389-9164,44.241,-76.612,613-389-0500,http://collinsbay.limestone.on.ca/
170895,B66206,Elginburg & District Public School,Public,Elementary,2100 Unity Rd,Kingston,Elginburg,Ontario,K0H1M0,613-542-2530,44.31945,-76.5399,613-542-8387,http://elginburg.limestone.on.ca/
184284,B66206,Enterprise Public School,Public,Elementary,76 School St,Stone Mills,Enterprise,Ontario,K0K1Z0,613-358-2083,44.46478,-76.8821,613-358-2011,http://fcweb.limestone.on.ca/~entpr/
909181,B66206,Ernestown Secondary School,Public,Secondary,50 Main St,Loyalist,Odessa,Ontario,K0H2H0,613-386-3342,44.27701,-76.7272,613-386-3054,http://ernestownss.limestone.on.ca/
191027,B66206,Fairfield Elementary School,Public,Elementary,59 Kildare Ave,Loyalist,Amherstview,Ontario,K7N1J1,613-389-4906,44.22331,-76.6562,613-389-2636,http://fairfield.limestone.on.ca/
911135,B66206,Frontenac Secondary School,Public,Secondary,1789 Bath Rd,Kingston,Kingston,Ontario,K7M4Y3,613-389-8042,44.23707,-76.5768,613-389-2130,http://frontenacss.limestone.on.ca/
218219,B66206,Glenburnie Public School,Public,Elementary,2252 Battersea Rd 1,Kingston,Glenburnie,Ontario,K0H1S0,613-542-1502,44.32108,-76.4612,613-542-0633,http://glenburnie.limestone.on.ca/
601342,B66206,Granite Ridge Education Centre Public School,Public,Elementary,14432 Road 38,South Frontenac,Sharbot Lake,Ontario,K0H2P0,613-279-3326,44.78318,-76.6805,613-279-2131,https://grec.limestone.on.ca/
930348,B66206,Granite Ridge Education Centre Secondary School,Public,Secondary,14432 Road 38,South Frontenac,Sharbot Lake,Ontario,K0H2P0,613-279-3326,44.78436,-76.6794,613-279-2131,https://grec.limestone.on.ca/
245909,B66206,Harrowsmith Public School,Public,Elementary,4121 Colebrooke Rd,South Frontenac,Harrowsmith,Ontario,K0H1V0,613-372-1364,44.40282,-76.6741,613-372-2026,http://harrowsmith.limestone.on.ca/
281786,B66206,James R Henderson Public School,Public,Elementary,361 Roosevelt Dr,Kingston,Kingston,Ontario,K7M4A8,613-389-6505,44.22913,-76.5754,613-389-2330,http://jrhenderson.limestone.on.ca/JR_Henderson/Home.html
514721,B66206,John Graves Simcoe Public School,Public,Elementary,90 Wiley St,Kingston,Kingston,Ontario,K7K5B4,613-544-8537,44.25984,-76.4893,613-544-4087,http://jgsimcoe.limestone.on.ca/
447790,B66206,Joyceville Public School,Public,Elementary,2903 Joyceville Rd,Kingston,Joyceville,Ontario,K0H1Y0,613-542-2822,44.36033,-76.335,613-542-8488,http://joycevilleps.limestone.on.ca/
254617,B66206,Katarokwi Elementary Learning Centre Elementary Public School,Public,Elementary,38 Cowdy Street,Kingston,Kingston,Ontario,K7K3V7,,44.24103,-76.49187,613-548-3468,
936740,B66206,Katarokwi Learning Centre,Public,Secondary,38 Cowdy St,Kingston,Kingston,Ontario,K7K3V9,613-548-3361,44.25392,-76.502,613-546-3462,https://limestone.ss16.sharpschool.com/cms/One.aspx?portalId=352782&pageId=639953
931089,B66206,Kingston Secondary School,Public,Secondary,145 Kirkpatrick Street,Kingston,Kingston,Ontario,K7K2P4,,44.25448,-76.5015,613-544-4811,
920592,B66206,La Salle Secondary School,Public,Secondary,773 Highway 15,Kingston,Kingston,Ontario,K7L4V3,613-545-9220,44.25317,-76.4588,613-546-1737,https://lasalle.limestone.on.ca/
052045,B66206,LaSalle Intermediate School Intermediate School,Public,Elementary,773 Highway 15 R.R. #2,Kingston,Kingston,Ontario,K7L4V3,613-545-9220,44.25325,-76.4589,613-546-9733,https://lasalle.limestone.on.ca/
306037,B66206,Lancaster Drive Public School,Public,Elementary,1020 Lancaster Dr,Kingston,Kingston,Ontario,K7P2R7,613-634-0472,44.25606,-76.5971,613-634-0470,https://lancaster.limestone.on.ca/
307831,B66206,Land O Lakes Public School,Public,Elementary,1447 Mountain Grove Rd,Central Frontenac,Mountain Grove,Ontario,K0H2E0,613-335-2216,44.73665,-76.8449,613-335-5254,http://www.limestone.on.ca/schools/elementary/lanol_profile
939348,B66206,Limestone Online Secondary School,Public,Secondary,164 Dri Van Order,Kingston,Kingston,Ontario,K7M1C1,,44.23794,-76.52129,,
962236,B66206,Limestone School of Community Education,Public,Secondary,164 Van Order Ave,Kingston,Kingston,Ontario,K7M1C1,613-546-9545,44.23788,-76.5213,613-542-7369,http://limestonecommunityed.ca/
321567,B66206,Lord Strathcona Public School,Public,Elementary,251 McMahon Ave,Kingston,Kingston,Ontario,K7M3H4,613-549-8456,44.25035,-76.5226,613-549-1680,http://lordstrathcona.limestone.on.ca/
322997,B66206,Loughborough Public School,Public,Elementary,4330 Wheatley St,South Frontenac,Sydenham,Ontario,K0H2T0,613-376-6693,44.40794,-76.5938,613-376-3848,http://loughborough.limestone.on.ca/
924130,B66206,Loyalist Collegiate and Vocational Institute,Public,Secondary,153 Van Order Dr,Kingston,Kingston,Ontario,K7M1B9,613-546-0177,44.23844,-76.5203,613-546-5575,http://lcvi.limestone.on.ca/
616796,B66206,Marysville Public School,Public,Elementary,53 Victoria St,Frontenac Islands,Wolfe Island,Ontario,K0H2Y0,613-385-1505,44.19262,-76.4382,613-385-2632,http://marysville.limestone.on.ca/
206199,B66206,Module Vanier,Public,Elementary,145 Kirkpatrick St,Kingston,Kingston,Ontario,K7K2P4,613-544-8795,44.254339,-76.50174734,613-544-7698,http://vanier.limestone.on.ca/
599271,B66206,Module de l'Acadie,Public,Elementary,1789 Bath Road,Kingston,Kingston,Ontario,K7M4Y3,613-389-2693,44.23707,-76.5768,613-389-0091,http://acadie.limestone.on.ca/
344149,B66206,Molly Brant Elementary School,Public,Elementary,30 Lyons Street,Kingston,Kingston,Ontario,K7K0C9,613-549-3173,44.25445,-76.4994,613-549-4003,https://mollybrant.limestone.on.ca/
927902,B66206,Napanee District Secondary School,Public,Secondary,245 Belleville Rd,Greater Napanee,Napanee,Ontario,K7R3M7,613-354-1206,44.24905,-76.9598,613-354-3381,http://napaneedss.limestone.on.ca/
384615,B66206,Newburgh Public School,Public,Elementary,19 East St,Stone Mills,Newburgh,Ontario,K0K2S0,613-378-0212,44.32819,-76.8749,613-378-2611,http://fcweb.limestone.on.ca/~NWBGH/
890596,B66206,North Addington Education Centre,Public,Secondary,14196 Highway 41,Addington Highlands,Cloyne,Ontario,K0H1K0,613-336-8209,44.81661,-77.1865,613-336-8991,http://naec.limestone.on.ca/
403040,B66206,North Addington Education Centre Public School,Public,Elementary,14196 Highway 41,Addington Highlands,Cloyne,Ontario,K0H1K0,613-336-8209,44.81607,-77.1857,613-336-8991,http://naec.limestone.on.ca/
415421,B66206,Odessa Public School,Public,Elementary,10 North St,Loyalist,Odessa,Ontario,K0H2H0,613-386-5270,44.27712,-76.7258,613-386-3022,http://odessa.limestone.on.ca/
441589,B66206,Perth Road Public School,Public,Elementary,1084 Walsh Road,South Frontenac,Perth Road,Ontario,K0H2L0,613-353-1219,44.43314,-76.4836,613-353-2200,http://perthroad.limestone.on.ca/
449873,B66206,Polson Park Public School,Public,Elementary,165 Robert Wallace Dr,Kingston,Kingston,Ontario,K7M1Y3,613-542-7523,44.23544,-76.5298,613-542-5926,http://polsonpark.limestone.on.ca/
453129,B66206,Prince Charles Public School,Public,Elementary,6875 Highway 38,South Frontenac,Verona,Ontario,K0H2W0,613-374-1878,44.48763,-76.6917,613-374-2003,https://princecharles.limestone.on.ca/
467553,B66206,R Gordon Sinclair Public School,Public,Elementary,19 Crerar Blvd,Kingston,Kingston,Ontario,K7M3P7,613-389-1814,44.21652,-76.5688,613-389-0267,http://sinclair.limestone.on.ca
483419,B66206,Rideau Heights Public School,Public,Elementary,77 MacCauley St,Kingston,Kingston,Ontario,K7K2V8,613-542-0402,44.26538,-76.4808,613-542-6155,http://rideauheights.limestone.on.ca/
483540,B66206,Rideau Public School,Public,Elementary,9 Dundas St,Kingston,Kingston,Ontario,K7L1N2,613-546-0681,44.23541,-76.5048,613-546-5901,http://rideaupublicschool.limestone.on.ca/
505099,B66206,Selby Public School,Public,Elementary,1623 County Rd 41,Greater Napanee,Selby,Ontario,K0K2Z0,613-388-2225,44.30934,-76.987,613-388-2670,https://selbyps.limestone.on.ca/
240828,B66206,Southview Public School,Public,Elementary,18 Golf Course Lane,Greater Napanee,Napanee,Ontario,K7R3K6,613-354-5632,44.2387,-76.9369,613-354-5171,https://southview.limestone.on.ca/
538922,B66206,Storrington Public School,Public,Elementary,4576 Battersea Rd,South Frontenac,Battersea,Ontario,K0H1H0,613-353-6749,44.43008,-76.3855,613-353-2868,https://storrington.limestone.on.ca/
946494,B66206,Sydenham High School,Public,Secondary,2860 Rutledge Rd,South Frontenac,Sydenham,Ontario,K0H2T0,613-376-3442,44.40747,-76.5951,613-376-3612,http://sydenhamhs.limestone.on.ca/
544779,B66206,Sydenham Public School,Public,Elementary,5 Clergy St E,Kingston,Kingston,Ontario,K7L3H7,613-548-8561,44.22855,-76.4902,613-548-3491,http://sydenhamps.limestone.on.ca/
547891,B66206,Tamworth Elementary School,Public,Elementary,6668 Wheeler St,Stone Mills,Tamworth,Ontario,K0K3G0,613-379-2400,44.4849,-76.9909,613-379-2317,http://tamworthschool.limestone.on.ca/
551376,B66206,The Prince Charles School,Public,Elementary,75 Graham St W,Greater Napanee,Napanee,Ontario,K7R2J9,613-354-6664,44.24969,-76.9572,613-354-2121,http://theprincecharles.limestone.on.ca/
562289,B66206,Truedell Public School,Public,Elementary,641 Truedell Rd,Kingston,Kingston,Ontario,K7M6W6,613-389-4260,44.24402,-76.5794,613-389-2560,http://truedell.limestone.on.ca/
263320,B66206,W.J. Holsgrove Public School,Public,Elementary,1414 Sproule St,Kingston,Westbrook,Ontario,K7P2V3,613-384-1389,44.26855,-76.621,613-389-0129,http://holsgrove.limestone.on.ca/
591270,B66206,Welborne Avenue Public School,Public,Elementary,190 Welborne Ave,Kingston,Kingston,Ontario,K7M4G3,613-389-9739,44.22242,-76.5795,613-389-0188,http://welborne.limestone.on.ca/
615625,B66206,Winston Churchill Public School,Public,Elementary,530 Earl St,Kingston,Kingston,Ontario,K7L2K3,613-542-1132,44.22946,-76.5043,613-542-6441,http://winstonchurchill.limestone.on.ca/
226482,B66206,École Maple Elementary School Public School,Public,Elementary,529 St. Martha Street,Kingston,Kingston,Ontario,K7K7C2,613-650-5479,44.26649,-76.4469,613-650-5478,https://sirjohna.limestone.on.ca/
688061,B67032,Assumption Separate School,Catholic,Elementary,42 South St E,Aylmer,Aylmer,Ontario,N5H1P6,519-660-2770,42.77007,-80.9835,519-660-2770,https://www.ldcsb.ca/school/ASU/
690406,B67032,Blessed Sacrament Separate School,Catholic,Elementary,1063 Oxford St E,London,London,Ontario,N5Y3L4,,43.0053,-81.2182,519-675-4411,https://www.ldcsb.ca/school/SAC/
695734,B67032,Catholic Central High School,Catholic,Secondary,450 Dundas St,London,London,Ontario,N6B3K3,519-675-4431,42.98733,-81.2395,519-675-4431,www.ldcsb.ca/school/CCH
704253,B67032,Holy Cross Catholic Secondary School,Catholic,Secondary,367 Second St,Strathroy-Caradoc,Strathroy,Ontario,N7G4K6,519-245-7693,42.98065,-81.6068,519-660-2796,https://www.ldcsb.ca/school/HCC/
716294,B67032,Holy Family Elementary School,Catholic,Elementary,329 Hudson Dr,London,London,Ontario,N5V1E4,,42.9916,-81.1566,519-675-4413,https://www.ldcsb.ca/school/FAL/
